regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Sul;PR;;41;;;;2021-03-18;11;11433957;781539;6469;14389;191;;;
Sul;PR;;41;;;;2021-03-19;11;11433957;789685;8146;14658;269;;;
Sul;PR;;41;;;;2021-03-20;11;11433957;794443;4758;14840;182;;;
Sul;PR;;41;;;;2021-03-21;12;11433957;796589;2146;14893;53;;;
Sul;PR;;41;;;;2021-03-22;12;11433957;799813;3224;14969;76;;;
Sul;PR;;41;;;;2021-03-23;12;11433957;807157;7344;15281;312;;;
Sul;PR;;41;;;;2021-03-24;12;11433957;812719;5562;15454;173;;;
Sul;PR;;41;;;;2021-03-25;12;11433957;824049;11330;15750;296;;;
Sul;PR;;41;;;;2021-03-26;12;11433957;828749;4700;15939;189;;;
Sul;PR;;41;;;;2021-03-27;12;11433957;833786;5037;16124;185;;;
Sul;PR;;41;;;;2021-03-28;13;11433957;836936;3150;16190;66;;;
Sul;PR;;41;;;;2021-03-29;13;11433957;839764;2828;16290;100;;;
Sul;PR;;41;;;;2021-03-30;13;11433957;843046;3282;16521;231;;;
Sul;PR;;41;;;;2021-03-31;13;11433957;846105;3059;16717;196;;;
Sul;PR;;41;;;;2021-04-01;13;11433957;851339;5234;16941;224;;;
Sul;PR;;41;;;;2021-04-02;13;11433957;855908;4569;17183;242;;;
Sul;PR;;41;;;;2021-04-03;13;11433957;857951;2043;17257;74;;;
Sul;PR;;41;;;;2021-04-04;14;11433957;858988;1037;17299;42;;;
Sul;PR;;41;;;;2021-04-05;14;11433957;860424;1436;17405;106;;;
Sul;PR;;41;;;;2021-04-06;14;11433957;864677;4253;17685;280;;;
Sul;PR;;41;;;;2021-04-07;14;11433957;869167;4490;18118;433;;;
Sul;PR;;41;;;;2021-04-08;14;11433957;873972;4805;18492;374;;;
Sul;PR;;41;;;;2021-04-09;14;11433957;877883;3911;18803;311;;;
Sul;PR;;41;;;;2021-04-10;14;11433957;881493;3610;18993;190;;;
Sul;PR;;41;;;;2021-04-11;15;11433957;883365;1872;19076;83;;;
Sul;PR;;41;;;;2021-04-12;15;11433957;884065;700;19159;83;;;
Sul;PR;;41;;;;2021-04-13;15;11433957;890682;6617;19531;372;;;
Sul;PR;;41;;;;2021-04-14;15;11433957;893040;2358;19715;184;;;
Sul;PR;;41;;;;2021-04-15;15;11433957;896931;3891;19986;271;;;
Sul;PR;;41;;;;2021-04-16;15;11433957;902626;5695;20182;196;;;
Sul;PR;;41;;;;2021-04-17;15;11433957;905751;3125;20297;115;;;
Sul;PR;;41;;;;2021-04-18;16;11433957;906990;1239;20349;52;;;
Sul;PR;;41;;;;2021-04-19;16;11433957;909691;2701;20424;75;;;
Sul;PR;;41;;;;2021-04-20;16;11433957;913494;3803;20628;204;;;
Sul;PR;;41;;;;2021-04-21;16;11433957;917441;3947;20809;181;;;
Sul;PR;;41;;;;2021-04-22;16;11433957;920025;2584;20959;150;;;
Sul;PR;;41;;;;2021-04-23;16;11433957;923580;3555;21199;240;;;
Sul;PR;;41;;;;2021-04-24;16;11433957;927563;3983;21481;282;;;
Sul;PR;;41;;;;2021-04-25;17;11433957;929097;1534;21564;83;;;
Sul;PR;;41;;;;2021-04-26;17;11433957;931343;2246;21650;86;;;
Sul;PR;;41;;;;2021-04-27;17;11433957;934663;3320;21805;155;;;
Sul;PR;;41;;;;2021-04-28;17;11433957;938546;3883;22013;208;;;
Sul;PR;;41;;;;2021-04-29;17;11433957;943020;4474;22229;216;;;
Sul;PR;;41;;;;2021-04-30;17;11433957;947694;4674;22397;168;;;
Sul;PR;;41;;;;2021-05-01;17;11433957;951882;4188;22557;160;;;
Sul;PR;;41;;;;2021-05-02;18;11433957;953884;2002;22611;54;;;
Sul;PR;;41;;;;2021-05-03;18;11433957;955247;1363;22674;63;;;
Sul;PR;;41;;;;2021-05-04;18;11433957;960761;5514;22991;317;;;
Sul;PR;;41;;;;2021-05-05;18;11433957;965949;5188;23249;258;;;
Sul;PR;;41;;;;2021-05-06;18;11433957;970957;5008;23493;244;;;
Sul;PR;;41;;;;2021-05-07;18;11433957;977019;6062;23623;130;;;
Sul;PR;;41;;;;2021-05-08;18;11433957;982534;5515;23777;154;;;
Sul;PR;;41;;;;2021-05-09;19;11433957;984613;2079;23791;14;;;
Sul;PR;;41;;;;2021-05-10;19;11433957;989417;4804;23925;134;;;
Sul;PR;;41;;;;2021-05-11;19;11433957;992600;3183;23993;68;;;
Sul;PR;;41;;;;2021-05-12;19;11433957;997645;5045;24074;81;;;
Sul;PR;;41;;;;2021-05-13;19;11433957;1002677;5032;24185;111;;;
Sul;PR;;41;;;;2021-05-14;19;11433957;1012015;9338;24330;145;;;
Sul;PR;;41;;;;2021-05-15;19;11433957;1018196;6181;24597;267;;;
Sul;PR;;41;;;;2021-05-16;20;11433957;1023279;5083;24670;73;;;
Sul;PR;;41;;;;2021-05-17;20;11433957;1025645;2366;24702;32;;;
Sul;PR;;41;;;;2021-05-18;20;11433957;1032172;6527;24857;155;;;
Sul;PR;;41;;;;2021-05-19;20;11433957;1039201;7029;25059;202;;;
Sul;PR;;41;;;;2021-05-20;20;11433957;1046917;7716;25203;144;;;
Sul;PR;;41;;;;2021-05-21;20;11433957;1054127;7210;25375;172;;;
Sul;PR;;41;;;;2021-05-22;20;11433957;1059503;5376;25481;106;;;
Sul;PR;;41;;;;2021-05-23;21;11433957;1060683;1180;25506;25;;;
Sul;PR;;41;;;;2021-05-24;21;11433957;1062401;1718;25563;57;;;
Sul;PR;;41;;;;2021-05-25;21;11433957;1067717;5316;25664;101;;;
Sul;PR;;41;;;;2021-05-26;21;11433957;1073574;5857;25777;113;;;
Sul;PR;;41;;;;2021-05-27;21;11433957;1079255;5681;25966;189;;;
Sul;PR;;41;;;;2021-05-28;21;11433957;1084380;5125;26168;202;;;
Sul;PR;;41;;;;2021-05-29;21;11433957;1089777;5397;26370;202;;;
Sul;PR;;41;;;;2021-05-30;22;11433957;1092180;2403;26399;29;;;
Sul;PR;;41;;;;2021-05-31;22;11433957;1093490;1310;26421;22;;;
Sul;PR;;41;;;;2021-06-01;22;11433957;1098725;5235;26631;210;;;
Sul;PR;;41;;;;2021-06-02;22;11433957;1103024;4299;26795;164;;;
Sul;PR;;41;;;;2021-06-03;22;11433957;1108126;5102;26916;121;;;
Sul;PR;;41;;;;2021-06-04;22;11433957;1111597;3471;26965;49;;;
Sul;PR;;41;;;;2021-06-05;22;11433957;1115638;4041;27018;53;;;
Sul;PR;;41;;;;2021-06-06;23;11433957;1118302;2664;27068;50;;;
Sul;PR;;41;;;;2021-06-07;23;11433957;1121620;3318;27168;100;;;
Sul;PR;;41;;;;2021-06-08;23;11433957;1127207;5587;27349;181;;;
Sul;PR;;41;;;;2021-06-09;23;11433957;1132325;5118;27540;191;;;
Sul;PR;;41;;;;2021-06-10;23;11433957;1137025;4700;27786;246;;;
Sul;PR;;41;;;;2021-06-11;23;11433957;1142770;5745;27921;135;;;
Sul;PR;;41;;;;2021-06-12;23;11433957;1147348;4578;28086;165;;;
Sul;PR;;41;;;;2021-06-13;24;11433957;1149679;2331;28135;49;;;
Sul;PR;;41;;;;2021-06-14;24;11433957;1151880;2201;28177;42;;;
Sul;PR;;41;;;;2021-06-15;24;11433957;1156347;4467;28548;371;;;
Sul;PR;;41;;;;2021-06-16;24;11433957;1162966;6619;28847;299;;;
Sul;PR;;41;;;;2021-06-17;24;11433957;1170632;7666;29199;352;;;
Sul;PR;;41;;;;2021-06-18;24;11433957;1181439;10807;29674;475;;;
Sul;PR;;41;;;;2021-06-19;24;11433957;1192936;11497;29975;301;;;
Sul;PR;;41;;;;2021-06-20;25;11433957;1203398;10462;29996;21;;;
Sul;SC;;42;;;;2021-01-01;53;7164788;494447;1864;5270;17;;;
Sul;SC;;42;;;;2021-01-02;53;7164788;496524;2077;5294;24;;;
Sul;SC;;42;;;;2021-01-03;1;7164788;497345;821;5314;20;;;
Sul;SC;;42;;;;2021-01-04;1;7164788;498910;1565;5376;62;;;
Sul;SC;;42;;;;2021-01-05;1;7164788;502785;3875;5420;44;;;
Sul;SC;;42;;;;2021-01-06;1;7164788;506897;4112;5482;62;;;
Sul;SC;;42;;;;2021-01-07;1;7164788;511329;4432;5522;40;;;
Sul;SC;;42;;;;2021-01-08;1;7164788;515209;3880;5584;62;;;
Sul;SC;;42;;;;2021-01-09;1;7164788;518805;3596;5611;27;;;
Sul;SC;;42;;;;2021-01-10;2;7164788;520577;1772;5637;26;;;
Sul;SC;;42;;;;2021-01-11;2;7164788;522478;1901;5677;40;;;
Sul;SC;;42;;;;2021-01-12;2;7164788;526024;3546;5707;30;;;
Sul;SC;;42;;;;2021-01-13;2;7164788;529389;3365;5765;58;;;
Sul;SC;;42;;;;2021-01-14;2;7164788;533338;3949;5794;29;;;
Sul;SC;;42;;;;2021-01-15;2;7164788;537036;3698;5836;42;;;
Sul;SC;;42;;;;2021-01-16;2;7164788;540342;3306;5867;31;;;
Sul;SC;;42;;;;2021-01-17;3;7164788;541745;1403;5886;19;;;
Sul;SC;;42;;;;2021-01-18;3;7164788;543389;1644;5919;33;;;
Sul;SC;;42;;;;2021-01-19;3;7164788;546522;3133;5969;50;;;
Sul;SC;;42;;;;2021-01-20;3;7164788;549579;3057;5988;19;;;
Sul;SC;;42;;;;2021-01-21;3;7164788;552310;2731;6036;48;;;
Sul;SC;;42;;;;2021-01-22;3;7164788;555148;2838;6061;25;;;
Sul;SC;;42;;;;2021-01-23;3;7164788;557774;2626;6097;36;;;
Sul;SC;;42;;;;2021-01-24;4;7164788;558975;1201;6124;27;;;
Sul;SC;;42;;;;2021-01-25;4;7164788;561382;2407;6163;39;;;
Sul;SC;;42;;;;2021-01-26;4;7164788;564163;2781;6205;42;;;
Sul;SC;;42;;;;2021-01-27;4;7164788;567112;2949;6228;23;;;
Sul;SC;;42;;;;2021-01-28;4;7164788;569676;2564;6264;36;;;
Sul;SC;;42;;;;2021-01-29;4;7164788;573104;3428;6298;34;;;
Sul;SC;;42;;;;2021-01-30;4;7164788;575616;2512;6325;27;;;
Sul;SC;;42;;;;2021-01-31;5;7164788;576815;1199;6340;15;;;
Sul;SC;;42;;;;2021-02-01;5;7164788;578550;1735;6363;23;;;
Sul;SC;;42;;;;2021-02-02;5;7164788;581352;2802;6416;53;;;
Sul;SC;;42;;;;2021-02-03;5;7164788;584537;3185;6445;29;;;
Sul;SC;;42;;;;2021-02-04;5;7164788;587428;2891;6466;21;;;
Sul;SC;;42;;;;2021-02-05;5;7164788;590449;3021;6490;24;;;
Sul;SC;;42;;;;2021-02-06;5;7164788;593172;2723;6510;20;;;
Sul;SC;;42;;;;2021-02-07;6;7164788;594747;1575;6524;14;;;
Sul;SC;;42;;;;2021-02-08;6;7164788;595952;1205;6557;33;;;
Sul;SC;;42;;;;2021-02-09;6;7164788;598737;2785;6601;44;;;
Sul;SC;;42;;;;2021-02-10;6;7164788;601833;3096;6626;25;;;
Sul;SC;;42;;;;2021-02-11;6;7164788;605183;3350;6650;24;;;
Sul;SC;;42;;;;2021-02-12;6;7164788;608544;3361;6686;36;;;
Sul;SC;;42;;;;2021-02-13;6;7164788;611299;2755;6716;30;;;
Sul;SC;;42;;;;2021-02-14;7;7164788;613164;1865;6727;11;;;
Sul;SC;;42;;;;2021-02-15;7;7164788;615441;2277;6746;19;;;
Sul;SC;;42;;;;2021-02-16;7;7164788;619198;3757;6778;32;;;
Sul;SC;;42;;;;2021-02-17;7;7164788;622727;3529;6804;26;;;
Sul;SC;;42;;;;2021-02-18;7;7164788;627386;4659;6844;40;;;
Sul;SC;;42;;;;2021-02-19;7;7164788;631868;4482;6891;47;;;
Sul;SC;;42;;;;2021-02-20;7;7164788;636445;4577;6929;38;;;
Sul;SC;;42;;;;2021-02-21;8;7164788;638984;2539;6961;32;;;
Sul;SC;;42;;;;2021-02-22;8;7164788;641840;2856;6988;27;;;
Sul;SC;;42;;;;2021-02-23;8;7164788;648017;6177;7044;56;;;
Sul;SC;;42;;;;2021-02-24;8;7164788;652895;4878;7114;70;;;
Sul;SC;;42;;;;2021-02-25;8;7164788;657649;4754;7165;51;;;
Sul;SC;;42;;;;2021-02-26;8;7164788;663699;6050;7242;77;;;
Sul;SC;;42;;;;2021-02-27;8;7164788;668811;5112;7314;72;;;
Sul;SC;;42;;;;2021-02-28;9;7164788;670603;1792;7358;44;;;
Sul;SC;;42;;;;2021-03-01;9;7164788;675577;4974;7438;80;;;
Sul;SC;;42;;;;2021-03-02;9;7164788;681391;5814;7524;86;;;
Sul;SC;;42;;;;2021-03-03;9;7164788;688600;7209;7618;94;;;
Sul;SC;;42;;;;2021-03-04;9;7164788;694274;5674;7709;91;;;
Sul;SC;;42;;;;2021-03-05;9;7164788;700127;5853;7816;107;;;
Sul;SC;;42;;;;2021-03-06;9;7164788;705760;5633;7894;78;;;
Sul;SC;;42;;;;2021-03-07;10;7164788;707501;1741;7964;70;;;
Sul;SC;;42;;;;2021-03-08;10;7164788;709077;1576;8062;98;;;
Sul;SC;;42;;;;2021-03-09;10;7164788;712063;2986;8170;108;;;
Sul;SC;;42;;;;2021-03-10;10;7164788;711953;-110;8277;107;;;
Sul;SC;;42;;;;2021-03-11;10;7164788;717454;5501;8377;100;;;
Sul;SC;;42;;;;2021-03-12;10;7164788;724107;6653;8502;125;;;
Sul;SC;;42;;;;2021-03-13;10;7164788;728567;4460;8615;113;;;
Sul;SC;;42;;;;2021-03-14;11;7164788;730968;2401;8695;80;;;
Sul;SC;;42;;;;2021-03-15;11;7164788;733309;2341;8791;96;;;
Sul;SC;;42;;;;2021-03-16;11;7164788;740856;7547;8958;167;;;
Sul;SC;;42;;;;2021-03-17;11;7164788;746620;5764;9121;163;;;
Sul;SC;;42;;;;2021-03-18;11;7164788;752060;5440;9247;126;;;
Sul;SC;;42;;;;2021-03-19;11;7164788;757007;4947;9381;134;;;
Sul;SC;;42;;;;2021-03-20;11;7164788;761196;4189;9471;90;;;
Sul;SC;;42;;;;2021-03-21;12;7164788;764299;3103;9539;68;;;
Sul;SC;;42;;;;2021-03-22;12;7164788;767652;3353;9651;112;;;
Sul;SC;;42;;;;2021-03-23;12;7164788;774409;6757;9833;182;;;
Sul;SC;;42;;;;2021-03-24;12;7164788;778711;4302;9921;88;;;
Sul;SC;;42;;;;2021-03-25;12;7164788;786197;7486;10108;187;;;
Sul;SC;;42;;;;2021-03-26;12;7164788;790362;4165;10318;210;;;
Sul;SC;;42;;;;2021-03-27;12;7164788;793856;3494;10419;101;;;
Sul;SC;;42;;;;2021-03-28;13;7164788;795391;1535;10482;63;;;
Sul;SC;;42;;;;2021-03-29;13;7164788;798076;2685;10594;112;;;
Sul;SC;;42;;;;2021-03-30;13;7164788;802998;4922;10752;158;;;
Sul;SC;;42;;;;2021-03-31;13;7164788;806929;3931;10885;133;;;
Sul;SC;;42;;;;2021-04-01;13;7164788;810787;3858;11023;138;;;
Sul;SC;;42;;;;2021-04-02;13;7164788;813871;3084;11125;102;;;
Sul;SC;;42;;;;2021-04-03;13;7164788;815113;1242;11189;64;;;
Sul;SC;;42;;;;2021-04-04;14;7164788;816540;1427;11243;54;;;
Sul;SC;;42;;;;2021-04-05;14;7164788;817884;1344;11324;81;;;
Sul;SC;;42;;;;2021-04-06;14;7164788;821952;4068;11548;224;;;
Sul;SC;;42;;;;2021-04-07;14;7164788;825860;3908;11613;65;;;
Sul;SC;;42;;;;2021-04-08;14;7164788;829444;3584;11759;146;;;
Sul;SC;;42;;;;2021-04-09;14;7164788;832834;3390;11874;115;;;
Sul;SC;;42;;;;2021-04-10;14;7164788;834212;1378;11966;92;;;
Sul;SC;;42;;;;2021-04-11;15;7164788;834448;236;12016;50;;;
Sul;SC;;42;;;;2021-04-12;15;7164788;839135;4687;12099;83;;;
Sul;SC;;42;;;;2021-04-13;15;7164788;842461;3326;12231;132;;;
Sul;SC;;42;;;;2021-04-14;15;7164788;845367;2906;12313;82;;;
Sul;SC;;42;;;;2021-04-15;15;7164788;848672;3305;12409;96;;;
Sul;SC;;42;;;;2021-04-16;15;7164788;852350;3678;12480;71;;;
Sul;SC;;42;;;;2021-04-17;15;7164788;854727;2377;12541;61;;;
Sul;SC;;42;;;;2021-04-18;16;7164788;855902;1175;12582;41;;;
Sul;SC;;42;;;;2021-04-19;16;7164788;857875;1973;12664;82;;;
Sul;SC;;42;;;;2021-04-20;16;7164788;861159;3284;12760;96;;;
Sul;SC;;42;;;;2021-04-21;16;7164788;863842;2683;12842;82;;;
Sul;SC;;42;;;;2021-04-22;16;7164788;865550;1708;12916;74;;;
Sul;SC;;42;;;;2021-04-23;16;7164788;868607;3057;13014;98;;;
Sul;SC;;42;;;;2021-04-24;16;7164788;871982;3375;13085;71;;;
Sul;SC;;42;;;;2021-04-25;17;7164788;873102;1120;13119;34;;;
Sul;SC;;42;;;;2021-04-26;17;7164788;874770;1668;13190;71;;;
Sul;SC;;42;;;;2021-04-27;17;7164788;878215;3445;13301;111;;;
Sul;SC;;42;;;;2021-04-28;17;7164788;881152;2937;13389;88;;;
Sul;SC;;42;;;;2021-04-29;17;7164788;884451;3299;13461;72;;;
Sul;SC;;42;;;;2021-04-30;17;7164788;887935;3484;13534;73;;;
Sul;SC;;42;;;;2021-05-01;17;7164788;890577;2642;13592;58;;;
Sul;SC;;42;;;;2021-05-02;18;7164788;891697;1120;13628;36;;;
Sul;SC;;42;;;;2021-05-03;18;7164788;893367;1670;13674;46;;;
Sul;SC;;42;;;;2021-05-04;18;7164788;896446;3079;13791;117;;;
Sul;SC;;42;;;;2021-05-05;18;7164788;899768;3322;13859;68;;;
Sul;SC;;42;;;;2021-05-06;18;7164788;903194;3426;13931;72;;;
Sul;SC;;42;;;;2021-05-07;18;7164788;906697;3503;13992;61;;;
Sul;SC;;42;;;;2021-05-08;18;7164788;909248;2551;14033;41;;;
Sul;SC;;42;;;;2021-05-09;19;7164788;910222;974;14056;23;;;
Sul;SC;;42;;;;2021-05-10;19;7164788;911947;1725;14095;39;;;
Sul;SC;;42;;;;2021-05-11;19;7164788;914946;2999;14185;90;;;
Sul;SC;;42;;;;2021-05-12;19;7164788;918127;3181;14243;58;;;
Sul;SC;;42;;;;2021-05-13;19;7164788;921340;3213;14294;51;;;
Sul;SC;;42;;;;2021-05-14;19;7164788;924602;3262;14351;57;;;
Sul;SC;;42;;;;2021-05-15;19;7164788;926993;2391;14403;52;;;
Sul;SC;;42;;;;2021-05-16;20;7164788;928160;1167;14434;31;;;
Sul;SC;;42;;;;2021-05-17;20;7164788;929621;1461;14465;31;;;
Sul;SC;;42;;;;2021-05-18;20;7164788;933324;3703;14584;119;;;
Sul;SC;;42;;;;2021-05-19;20;7164788;936823;3499;14621;37;;;
Sul;SC;;42;;;;2021-05-20;20;7164788;940028;3205;14679;58;;;
Sul;SC;;42;;;;2021-05-21;20;7164788;943706;3678;14742;63;;;
Sul;SC;;42;;;;2021-05-22;20;7164788;946457;2751;14789;47;;;
Sul;SC;;42;;;;2021-05-23;21;7164788;947810;1353;14822;33;;;
Sul;SC;;42;;;;2021-05-24;21;7164788;949365;1555;14873;51;;;
Sul;SC;;42;;;;2021-05-25;21;7164788;953027;3662;14946;73;;;
Sul;SC;;42;;;;2021-05-26;21;7164788;956526;3499;15006;60;;;
Sul;SC;;42;;;;2021-05-27;21;7164788;958906;2380;15073;67;;;
Sul;SC;;42;;;;2021-05-28;21;7164788;963699;4793;15142;69;;;
Sul;SC;;42;;;;2021-05-29;21;7164788;965277;1578;15174;32;;;
Sul;SC;;42;;;;2021-05-30;22;7164788;966504;1227;15211;37;;;
Sul;SC;;42;;;;2021-05-31;22;7164788;968244;1740;15276;65;;;
Sul;SC;;42;;;;2021-06-01;22;7164788;972599;4355;15354;78;;;
Sul;SC;;42;;;;2021-06-02;22;7164788;975430;2831;15417;63;;;
Sul;SC;;42;;;;2021-06-03;22;7164788;978334;2904;15461;44;;;
Sul;SC;;42;;;;2021-06-04;22;7164788;980219;1885;15528;67;;;
Sul;SC;;42;;;;2021-06-05;22;7164788;983333;3114;15572;44;;;
Sul;SC;;42;;;;2021-06-06;23;7164788;984597;1264;15605;33;;;
Sul;SC;;42;;;;2021-06-07;23;7164788;986249;1652;15663;58;;;
Sul;SC;;42;;;;2021-06-08;23;7164788;987848;1599;15747;84;;;
Sul;SC;;42;;;;2021-06-09;23;7164788;994125;6277;15798;51;;;
Sul;SC;;42;;;;2021-06-10;23;7164788;997965;3840;15843;45;;;
Sul;SC;;42;;;;2021-06-11;23;7164788;1002008;4043;15895;52;;;
Sul;SC;;42;;;;2021-06-12;23;7164788;1004794;2786;15937;42;;;
Sul;SC;;42;;;;2021-06-13;24;7164788;1006090;1296;15964;27;;;
Sul;SC;;42;;;;2021-06-14;24;7164788;1008059;1969;16006;42;;;
Sul;SC;;42;;;;2021-06-15;24;7164788;1012445;4386;16082;76;;;
Sul;SC;;42;;;;2021-06-16;24;7164788;1015723;3278;16136;54;;;
Sul;SC;;42;;;;2021-06-17;24;7164788;1018714;2991;16178;42;;;
Sul;SC;;42;;;;2021-06-18;24;7164788;1022115;3401;16239;61;;;
Sul;SC;;42;;;;2021-06-19;24;7164788;1025344;3229;16285;46;;;
Sul;SC;;42;;;;2021-06-20;25;7164788;1026819;1475;16328;43;;;
Sul;RS;;43;;;;2021-01-01;53;11377239;451912;2238;8917;45;;;
Sul;RS;;43;;;;2021-01-02;53;11377239;452920;1008;8934;17;;;
Sul;RS;;43;;;;2021-01-03;1;11377239;454757;1837;8954;20;;;
Sul;RS;;43;;;;2021-01-04;1;11377239;455326;569;9018;64;;;
Sul;RS;;43;;;;2021-01-05;1;11377239;460609;5283;9125;107;;;
Sul;RS;;43;;;;2021-01-06;1;11377239;465337;4728;9226;101;;;
Sul;RS;;43;;;;2021-01-07;1;11377239;470138;4801;9293;67;;;
Sul;RS;;43;;;;2021-01-08;1;11377239;474917;4779;9359;66;;;
Sul;RS;;43;;;;2021-01-09;1;11377239;478501;3584;9413;54;;;
Sul;RS;;43;;;;2021-01-10;2;11377239;480480;1979;9439;26;;;
Sul;RS;;43;;;;2021-01-11;2;11377239;482062;1582;9498;59;;;
Sul;RS;;43;;;;2021-01-12;2;11377239;485757;3695;9619;121;;;
Sul;RS;;43;;;;2021-01-13;2;11377239;490980;5223;9699;80;;;
Sul;RS;;43;;;;2021-01-14;2;11377239;495585;4605;9790;91;;;
Sul;RS;;43;;;;2021-01-15;2;11377239;500792;5207;9838;48;;;
Sul;RS;;43;;;;2021-01-16;2;11377239;505021;4229;9876;38;;;
Sul;RS;;43;;;;2021-01-17;3;11377239;506885;1864;9921;45;;;
Sul;RS;;43;;;;2021-01-18;3;11377239;508058;1173;9967;46;;;
Sul;RS;;43;;;;2021-01-19;3;11377239;512343;4285;10051;84;;;
Sul;RS;;43;;;;2021-01-20;3;11377239;516288;3945;10123;72;;;
Sul;RS;;43;;;;2021-01-21;3;11377239;520313;4025;10196;73;;;
Sul;RS;;43;;;;2021-01-22;3;11377239;523367;3054;10241;45;;;
Sul;RS;;43;;;;2021-01-23;3;11377239;527182;3815;10299;58;;;
Sul;RS;;43;;;;2021-01-24;4;11377239;528045;863;10311;12;;;
Sul;RS;;43;;;;2021-01-25;4;11377239;528950;905;10360;49;;;
Sul;RS;;43;;;;2021-01-26;4;11377239;532944;3994;10443;83;;;
Sul;RS;;43;;;;2021-01-27;4;11377239;536746;3802;10512;69;;;
Sul;RS;;43;;;;2021-01-28;4;11377239;540157;3411;10567;55;;;
Sul;RS;;43;;;;2021-01-29;4;11377239;543499;3342;10615;48;;;
Sul;RS;;43;;;;2021-01-30;4;11377239;546708;3209;10663;48;;;
Sul;RS;;43;;;;2021-01-31;5;11377239;547282;574;10669;6;;;
Sul;RS;;43;;;;2021-02-01;5;11377239;548062;780;10715;46;;;
Sul;RS;;43;;;;2021-02-02;5;11377239;551317;3255;10778;63;;;
Sul;RS;;43;;;;2021-02-03;5;11377239;554353;3036;10826;48;;;
Sul;RS;;43;;;;2021-02-04;5;11377239;557125;2772;10881;55;;;
Sul;RS;;43;;;;2021-02-05;5;11377239;560540;3415;10929;48;;;
Sul;RS;;43;;;;2021-02-06;5;11377239;563706;3166;10984;55;;;
Sul;RS;;43;;;;2021-02-07;6;11377239;564216;510;10995;11;;;
Sul;RS;;43;;;;2021-02-08;6;11377239;564709;493;11028;33;;;
Sul;RS;;43;;;;2021-02-09;6;11377239;568416;3707;11115;87;;;
Sul;RS;;43;;;;2021-02-10;6;11377239;574012;5596;11169;54;;;
Sul;RS;;43;;;;2021-02-11;6;11377239;577345;3333;11244;75;;;
Sul;RS;;43;;;;2021-02-12;6;11377239;580518;3173;11300;56;;;
Sul;RS;;43;;;;2021-02-13;6;11377239;584024;3506;11355;55;;;
Sul;RS;;43;;;;2021-02-14;7;11377239;585346;1322;11379;24;;;
Sul;RS;;43;;;;2021-02-15;7;11377239;586315;969;11387;8;;;
Sul;RS;;43;;;;2021-02-16;7;11377239;588212;1897;11407;20;;;
Sul;RS;;43;;;;2021-02-17;7;11377239;590134;1922;11479;72;;;
Sul;RS;;43;;;;2021-02-18;7;11377239;594259;4125;11609;130;;;
Sul;RS;;43;;;;2021-02-19;7;11377239;598456;4197;11666;57;;;
Sul;RS;;43;;;;2021-02-20;7;11377239;602668;4212;11753;87;;;
Sul;RS;;43;;;;2021-02-21;8;11377239;604385;1717;11771;18;;;
Sul;RS;;43;;;;2021-02-22;8;11377239;606414;2029;11820;49;;;
Sul;RS;;43;;;;2021-02-23;8;11377239;612191;5777;11932;112;;;
Sul;RS;;43;;;;2021-02-24;8;11377239;619385;7194;12029;97;;;
Sul;RS;;43;;;;2021-02-25;8;11377239;624831;5446;12149;120;;;
Sul;RS;;43;;;;2021-02-26;8;11377239;632019;7188;12226;77;;;
Sul;RS;;43;;;;2021-02-27;8;11377239;638996;6977;12343;117;;;
Sul;RS;;43;;;;2021-02-28;9;11377239;640924;1928;12392;49;;;
Sul;RS;;43;;;;2021-03-01;9;11377239;643672;2748;12470;78;;;
Sul;RS;;43;;;;2021-03-02;9;11377239;649678;6006;12654;184;;;
Sul;RS;;43;;;;2021-03-03;9;11377239;657509;7831;12833;179;;;
Sul;RS;;43;;;;2021-03-04;9;11377239;667449;9940;13021;188;;;
Sul;RS;;43;;;;2021-03-05;9;11377239;676576;9127;13188;167;;;
Sul;RS;;43;;;;2021-03-06;9;11377239;686175;9599;13370;182;;;
Sul;RS;;43;;;;2021-03-07;10;11377239;688846;2671;13449;79;;;
Sul;RS;;43;;;;2021-03-08;10;11377239;691405;2559;13562;113;;;
Sul;RS;;43;;;;2021-03-09;10;11377239;703211;11806;13837;275;;;
Sul;RS;;43;;;;2021-03-10;10;11377239;713614;10403;14087;250;;;
Sul;RS;;43;;;;2021-03-11;10;11377239;720461;6847;14363;276;;;
Sul;RS;;43;;;;2021-03-12;10;11377239;730478;10017;14554;191;;;
Sul;RS;;43;;;;2021-03-13;10;11377239;739759;9281;14885;331;;;
Sul;RS;;43;;;;2021-03-14;11;11377239;742866;3107;14957;72;;;
Sul;RS;;43;;;;2021-03-15;11;11377239;744844;1978;15105;148;;;
Sul;RS;;43;;;;2021-03-16;11;11377239;754175;9331;15606;501;;;
Sul;RS;;43;;;;2021-03-17;11;11377239;763794;9619;15819;213;;;
Sul;RS;;43;;;;2021-03-18;11;11377239;771000;7206;16117;298;;;
Sul;RS;;43;;;;2021-03-19;11;11377239;780186;9186;16507;390;;;
Sul;RS;;43;;;;2021-03-20;11;11377239;788704;8518;16814;307;;;
Sul;RS;;43;;;;2021-03-21;12;11377239;791219;2515;16869;55;;;
